FrogID,Site,Clutch,Sex,BdExposed,ShamExposed,Mass1,SVL1,2WPEwells06/10,2WPEzseDil06/10,2WPEzseCap06/10,2WPEzseUncap06/10,3WPEwells13/10,3WPEzseDil13/10,3WPEzseCap13/10,3WPEzseUncap13/10,4WPEwells20/10,4WPEzseDil20/10,4WPEzseCap20/10,4WPEzseUncap20/10,5WPEwells27/10,5WPEzseDil27/10,5WPEzseCap27/10,5WPEzseUncap27/10,6WPEwells03/11,6WPEzseDil03/11,6WPEzseCap03/11,6WPEzseUncap03/11,7WPEwells10/11,7WPEzseDil10/11,7WPEzseCap10/11,7WPEzseUncap10/11,8WPEwells17/11,8WPEzseDil17/11,8WPEzseCap17/11,8WPEzseUncap17/11,9WPEwells24/11,9WPEzseDil24/11,9WPEzseCap24/11,9WPEzseUncap24/11,10WPEwells01/12,10WPEzseDil01/12,10WPEzseCap01/12,10WPEzseUncap01/12,11WPEwells08/12,11WPEzseDil08/12,11WPEzseCap08/12,11WPEzseUncap08/12,DeathDate,Deathzsewells,DeathzseDil,DeathzseCap,DeathzseUncap,Mass2,DaysSurv,,,
Lva379,Eucumbene,Eucumbene D,female,1,0,4.2,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/10/2011,3,6895.86,>16667,1149333,2.76,30,,,
Lva380,Kiandra,Kiandra D,male,1,0,3.03,29.9,3,1.19,198,198,3,163,>16667,27172.1,3,74.22,12370.2474,12370.2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/10/2011,3,1098.55,>16667,183095,2.75,36,,,
Lva381,Ogilvies,Ogilvies A,male,1,0,3.31,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/10/2011,3,622.92,>16667,103822,3.15,18,,,
Lva382,Eucumbene,Eucumbene D,male,1,0,3.35,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/2011,3,2128.58,>16667,354770,2.85,37,,,
Lva383,Kiandra,Kiandra C,male,1,0,2.76,28.4,3,0.03,5,5,3,489.73,>16667,81637.991,3,14.95,2491.7165,2491.7165,3,66.8,11133.556,11133.556,3,53.06,8843.5102,8843.5102,3,15.57,2595.0519,2595.0519,3,1226.13,>16667,204359.0871,,,,,,,,,,,,,22/11/2011,3,4277.51,>16667,712933,2.32,63,,,
Lva385,Kiandra,Kiandra A,male,1,0,4.79,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,310.39,>16667,51733,4.27,23,,,
Lva386,Eucumbene,Eucumbene D,male,1,0,2.91,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,1211.67,>16667,201949,3.53,24,,,
Lva387,Kiandra,Kiandra A,female,1,0,4.53,33.9,3,10.09,1682,1682,3,323.25,>16667,53885.775,3,828.52,>16667,138114.284,3,3178.82,>16667,529909.294,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2011,3,2813.58,>16667,468939,4.55,39,,,
Lva389,Kiandra,Kiandra A,female,0,1,4.94,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/11/2011,3,6397.13,>16667,1066210,5.1,49,,,
Lva390,Eucumbene,Eucumbene A,female,1,0,2.71,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2011,3,1412.45,>16667,235413,2.25,34,,,
Lva392,Kiandra,Kiandra B,male,1,0,2.19,25.9,3,14.6,2433,2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/2011,3,132.22,>16667,22037,1.65,23,,,
Lva393,Greymare,Greymare A,female,1,0,4.54,33.9,3,2063.25,>16667,343944,3,4377.62,>16667,729749.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,1643.48,>16667,273919,3.96,24,,,
Lva394,Kiandra,Kiandra A,female,1,0,4.59,32.8,3,0.01,2,2,3,51.49,8582,8582,3,1.2,200.004,200.004,3,0.06,10.0002,10.0002,3,0.1,16.667,16.667,0,0,0,0,3,0,0,0,3,0.02,3.3334,3.3334,3,0.01,1.6667,1.6667,1,0.013,<3,2.1671,Survivor,3,0.01,2,2,3.91,Survivor,,,
Lva395,Greymare,Greymare C,female,1,0,6.99,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2011,3,1838.34,>16667,306396,6.2,45,,,
Lva396,Eucumbene,Eucumbene A,female,0,1,2.62,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survivor,0,0,0,0,3.02,Survivor,,,
Lva397,Kiandra,Kiandra D,female,1,0,2.41,26.6,3,0.1,17,17,3,29.25,4875,4875,3,264.77,>16667,44137.159,3,30.02,5003.4334,5003.4334,3,19.28,3213.3976,3213.3976,3,3.26,543.3442,543.3442,3,0.65,108.3355,108.3355,3,0.1,16.667,16.667,3,0.36,60.0012,60.0012,3,0.33,55.0011,55.0011,Survivor,3,0.16,27,27,3.25,Survivor,,,
Lva398,Ogilvies,Ogilvies C,female,1,0,3.69,30,3,0.02,3,3,3,370.98,>16667,61842.366,3,248.4,>16667,41408.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/2011,3,3173.15,>16667,528869,2.59,37,,,
Lva400,Kiandra,Kiandra A,male,1,0,3.67,29.9,3,1.38,230,230,3,5.12,853,853,3,0.2,33.334,33.334,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,<2,1.6667,0,0,0,0,0,0,0,0,0,0,0,0,Survivor,0,0,0,0,3.49,Survivor,,,
Lva402,Greymare,Greymare C,female,1,0,6.36,38.5,3,0.12,20,20,3,3975.83,>16667,662770.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/10/2011,3,1.95,325,325,5.95,24,,,
Lva403,Greymare,Greymare D,male,1,0,4.04,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/10/2011,3,81.96,13660,13660,3.58,32,,,
Lva405,Ogilvies,Ogilvies B,male,1,0,2.67,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/10/2011,3,1992.39,>16667,332072,2.42,27,,, 
Lva406,Ogilvies,Ogilvies A,female,1,0,4.54,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/2011,3,4342.86,>16667,723824,3.91,22,,,
